,Species,Owner,Country_of_Origin,Region,Farm_Name,Altitude,Harvest.Year,Grading.Date,Grading_Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,Color,Expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
106,Arabica,carl walker,Guatemala,CenterA,la igualdad,3500-5200 feet,2009/2010,"September 7th, 2010",2010,,,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,0.04,,"September 7th, 2011",ft,1066.8,1584.96,1325.88
107,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"November 25th, 2016",2016,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,,"November 25th, 2017",m,NA,NA,NA
108,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2015,"October 26th, 2015",2015,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84.92,0.12,Green,"October 25th, 2016",m,1600,1950,1775
109,Arabica,"lin, che-hao krude",Taiwan,Asia,baishengcun coffee,800 m,2015,"June 9th, 2015",2015,Typica,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84.92,0.11,Green,"June 8th, 2016",m,800,800,800
110,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",Africa,hasambo amcos,1620m,2014,"December 12th, 2014",2014,Other,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84.92,0.12,Green,"December 12th, 2015",m,1620,1620,1620
111,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2012,"December 11th, 2012",2012,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84.92,0.11,Green,"December 11th, 2013",m,1600,1950,1775
112,Arabica,artemio zapata tejeda,Mexico,CenterA,el suspiro,1200,2012,"July 11th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84.92,0.11,,"July 11th, 2013",m,1200,1200,1200
113,Arabica,nucoffee,Brazil,SouthA,fazenda grota funda,1200m,2011,"December 23rd, 2011",2011,Bourbon,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84.92,0.11,Green,"December 22nd, 2012",m,1200,1200,1200
114,Arabica,nucoffee,Brazil,SouthA,sitio claro,1000 m,2011,"December 3rd, 2011",2011,Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,Green,"December 2nd, 2012",m,1000,1000,1000
115,Arabica,brian speckman,Kenya,Africa,unknown,,2009-2010,"August 26th, 2010",2010,,,8,7.67,7.83,8.17,7.92,7.75,10,10,10,7.58,84.92,0.06,,"August 26th, 2011",m,NA,NA,NA
116,Arabica,"lin, che-hao krude",Taiwan,Asia,shi fang yuan,350,2016,"May 18th, 2016",2016,Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84.83,0,Green,"May 18th, 2017",m,350,350,350
117,Arabica,kawacom uganda ltd,Uganda,Africa,mt.elgon bugisu shamba 2,1400-1900,2013,"June 30th, 2014",2014,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84.83,0.12,Green,"June 30th, 2015",m,1400,1900,1650
118,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"April 6th, 2012",2012,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84.83,0,,"April 6th, 2013",ft,NA,NA,NA
119,Arabica,ethiopia commodity exchange,Ethiopia,Africa,contact | sidacoop@ethionet.net,1500-2000 m,2009/2010,"June 17th, 2010",2010,,,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84.83,0.1,,"June 17th, 2011",m,1500,2000,1750
120,Arabica,philip schluter,Ethiopia,Africa,contact | sidacoop@ethionet.net,1500-2000 m,2009/2010,"June 17th, 2010",2010,,,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84.83,0.1,,"June 17th, 2011",m,1500,2000,1750
121,Arabica,koju matsuzawa,Thailand,Asia,matsuzawa coffee,,2015,"June 27th, 2016",2016,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,Green,"June 27th, 2017",m,NA,NA,NA
122,Arabica,lydiah mwangi,Kenya,Africa,karatina,1800,2014,"June 2nd, 2015",2015,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84.75,0.13,Green,"June 1st, 2016",m,1800,1800,1800
123,Arabica,cadexsa,Honduras,CenterA,cerro bueno,1450 msnm,2014,"April 25th, 2014",2014,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84.75,0.11,Green,"April 25th, 2015",m,1450,1450,1450
124,Arabica,the coffee source inc.,El Salvador,CenterA,several,1200 mts,2010-2011,"August 23rd, 2011",2011,,,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84.75,0.15,,"August 22nd, 2012",m,1200,1200,1200
125,Arabica,grounds for health admin,Nicaragua,CenterA,santa martha,800-1050m,2009 - 2010,"May 31st, 2010",2010,,,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,,"May 31st, 2011",m,800,1050,925
126,Arabica,consejo salvadoreo del caf,El Salvador,CenterA,monterrey,1350,2016,"June 26th, 2017",2017,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,Blue-Green,"June 26th, 2018",m,1350,1350,1350
127,Arabica,sanjava coffee,Indonesia,Asia,sran temanggung plantation,1200,2016,"November 24th, 2016",2016,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,Green,"November 24th, 2017",m,1200,1200,1200
128,Arabica,koju matsuzawa,Japan,Asia,ada farm,170,,"November 2nd, 2016",2016,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,Green,"November 2nd, 2017",m,170,170,170
129,Arabica,rodrigo soto,Costa Rica,CenterA,rio jorco,1150,2015,"October 4th, 2016",2016,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,Blue-Green,"October 4th, 2017",m,1150,1150,1150
130,Arabica,juan luis alvarado romero,Guatemala,CenterA,san diego buena vista,1600,2015,"June 1st, 2016",2016,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,Green,"June 1st, 2017",m,1600,1600,1600
131,Arabica,fabian calderon mora,Costa Rica,CenterA,coopetarrazu,1750,2014,"July 6th, 2015",2015,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,Green,"July 5th, 2016",m,1750,1750,1750
132,Arabica,essencecoffee,Ethiopia,Africa,moplaco,1900m,2014,"May 23rd, 2015",2015,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,,"May 22nd, 2016",m,1900,1900,1900
133,Arabica,essencecoffee,Costa Rica,CenterA,finca salaca las brisas,1750m,2014,"May 23rd, 2015",2015,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,Green,"May 22nd, 2016",m,1750,1750,1750
134,Arabica,eric thormaehlen,Costa Rica,CenterA,various,1200,2014,"March 5th, 2014",2014,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,Green,"March 5th, 2015",m,1200,1200,1200
135,Arabica,rob tuttle,Costa Rica,CenterA,unknown,,2012,"January 3rd, 2014",2014,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,Green,"January 3rd, 2015",m,NA,NA,NA
136,Arabica,cqi taiwan icp cqi,Taiwan,Asia,dragon,1000 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,0.11,Green,"December 26th, 2014",m,1000,1000,1000
137,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1550,2013,"December 20th, 2013",2013,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,Green,"December 20th, 2014",m,1550,1550,1550
138,Arabica,dream together,Kenya,Africa,unknown,2000,2012,"September 16th, 2012",2012,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,Bluish-Green,"September 16th, 2013",m,2000,2000,2000
139,Arabica,juan luis alvarado romero,Guatemala,CenterA,agropecuaria quiagral,4300,2012,"July 17th, 2012",2012,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,Green,"July 17th, 2013",ft,1310.64,1310.64,1310.64
140,Arabica,juan luis alvarado romero,Guatemala,CenterA,valparaiso,5000,2012,"July 3rd, 2012",2012,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,Green,"July 3rd, 2013",ft,1524,1524,1524
141,Arabica,organizaciones de productores de cafe colimense,Mexico,CenterA,"el nogal, la higuera, los laureles",1200,2012,"July 2nd, 2012",2012,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,,"July 2nd, 2013",m,1200,1200,1200
142,Arabica,afca,Uganda,Africa,unknown,1700-1850m,2012,"February 13th, 2012",2012,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,Blue-Green,"February 12th, 2013",m,1700,1850,1775
143,Arabica,benjamin schmerler,Peru,SouthA,unknown,,,"June 14th, 2011",2011,,,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,,"June 13th, 2012",m,NA,NA,NA
144,Arabica,ethiopia commodity exchange,Ethiopia,Africa,contact | sidacoop@ethionet.net,1500-2000 m,2009/2010,"June 17th, 2010",2010,,,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,,"June 17th, 2011",m,1500,2000,1750
145,Arabica,jungle estate,Kenya,Africa,jungle estate,1754,,"January 11th, 2018",2018,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,Blue-Green,"January 11th, 2019",m,1754,1754,1754
146,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,1500,2016,"January 10th, 2017",2017,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,Blue-Green,"January 10th, 2018",m,1500,1500,1500
147,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"December 28th, 2016",2016,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,Green,"December 28th, 2017",m,NA,NA,NA
148,Arabica,daniel magu,Kenya,Africa,blend,1800,2013,"July 21st, 2014",2014,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,Bluish-Green,"July 21st, 2015",m,1800,1800,1800
149,Arabica,juan luis alvarado romero,Guatemala,CenterA,el morito,5000 ft.,2014,"May 29th, 2014",2014,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,Green,"May 29th, 2015",ft,1524,1524,1524
150,Arabica,juan luis alvarado romero,Guatemala,CenterA,el papaturro,4000 psn,2014,"March 24th, 2014",2014,Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,Green,"March 24th, 2015",ft,1219.2,1219.2,1219.2
151,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1550,2013,"December 20th, 2013",2013,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,,"December 20th, 2014",m,1550,1550,1550
152,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,1600 a 1900 msnm,2013,"December 6th, 2013",2013,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,,"December 6th, 2014",m,1600,1900,1750
153,Arabica,taylor winch (coffee) ltd.,Kenya,Africa,unknown,,2013,"August 30th, 2013",2013,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,Green,"August 30th, 2014",m,NA,NA,NA
154,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1750 msnm,2012,"July 17th, 2013",2013,Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,Green,"July 17th, 2014",m,1750,1750,1750
155,Arabica,lusso lab,Costa Rica,CenterA,la chaparral,1450 ~ 1700 m,2012,"March 12th, 2013",2013,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,Bluish-Green,"March 12th, 2014",m,1450,1700,1575
156,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,various,1800 msnm,2012,"October 9th, 2012",2012,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,Green,"October 9th, 2013",m,1800,1800,1800
157,Arabica,nucoffee,Brazil,SouthA,fazenda recreio,1300m,2011,"December 23rd, 2011",2011,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,Green,"December 22nd, 2012",m,1300,1300,1300
158,Arabica,nucoffee,Brazil,SouthA,fazenda vista alegre,1100m,2011,"December 3rd, 2011",2011,Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,Blue-Green,"December 2nd, 2012",m,1100,1100,1100
159,Arabica,max gurdian,Costa Rica,CenterA,unknown,1200,2017 / 2018,"November 28th, 2017",2017,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,Bluish-Green,"November 28th, 2018",m,1200,1200,1200
160,Arabica,ecom japan limited,Uganda,Africa,kawacom sipi project,1750,2016,"March 14th, 2017",2017,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,Green,"March 14th, 2018",m,1750,1750,1750
161,Arabica,yunnan coffee exchange,China,Asia,menglian banan coffee processing factory,1680,2015,"April 6th, 2016",2016,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,Green,"April 6th, 2017",m,1680,1680,1680
162,Arabica,fabian calderon mora,Costa Rica,CenterA,coopetarrazu,1700,2014,"July 6th, 2015",2015,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,Green,"July 5th, 2016",m,1700,1700,1700
163,Arabica,federacion nacional de cafeteros,Colombia,SouthA,unknown,1800,2015/2016,"June 5th, 2015",2015,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,Green,"June 4th, 2016",m,1800,1800,1800
164,Arabica,eric wu,China,Asia,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,2013,"June 16th, 2014",2014,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,Green,"June 16th, 2015",m,1100,1100,1100
165,Arabica,juan luis alvarado romero,Guatemala,CenterA,el sacramento,4300,2013,"February 26th, 2013",2013,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,Green,"February 26th, 2014",ft,1310.64,1310.64,1310.64
166,Arabica,dream together,Kenya,Africa,rumukia farmers,2000 m,2012,"September 16th, 2012",2012,SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,Blue-Green,"September 16th, 2013",m,2000,2000,2000
167,Arabica,maria imelda uscanga martinez,Mexico,CenterA,la barranca,1350,2012,"July 11th, 2012",2012,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,Green,"July 11th, 2013",m,1350,1350,1350
168,Arabica,alfredo bojalil,Mexico,CenterA,finca el retiro,1500,2012,"June 6th, 2012",2012,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,,"June 6th, 2013",m,1500,1500,1500
169,Arabica,juan luis alvarado romero,Guatemala,CenterA,nueva granada,,2012,"February 16th, 2012",2012,Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,Green,"February 15th, 2013",m,NA,NA,NA
170,Arabica,daniel friedlander,Brazil,SouthA,unknown,mmm,mmm,"March 23rd, 2011",2011,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,,"March 22nd, 2012",m,NA,NA,NA
171,Arabica,alexandra katona-carroll,Brazil,SouthA,unknown,test,TEST,"March 22nd, 2011",2011,,,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,0,,"March 21st, 2012",m,NA,NA,NA
172,Arabica,max gurdian,Costa Rica,CenterA,several farmers,1300,2016,"March 23rd, 2017",2017,Caturra,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,Blue-Green,"March 23rd, 2018",m,1300,1300,1300
173,Arabica,aulia arif syahri,Indonesia,Asia,darmawi,1400,2017,"March 14th, 2017",2017,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,Blue-Green,"March 14th, 2018",m,1400,1400,1400
174,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,,2015/2016,"January 25th, 2016",2016,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,Green,"January 24th, 2017",m,NA,NA,NA
175,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2014,"July 9th, 2014",2014,Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,Green,"July 9th, 2015",m,1600,1950,1775
176,Arabica,kao ming lee,Taiwan,Asia,tropica galliard,1200m,2012,"July 10th, 2013",2013,Typica,Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,Blue-Green,"July 10th, 2014",m,1200,1200,1200
177,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"January 21st, 2013",2013,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,0.11,Blue-Green,"January 21st, 2014",ft,NA,NA,NA
178,Arabica,maria amalia guadalupe toriello elorza,Mexico,CenterA,finca la chiripa,900,2012,"June 6th, 2012",2012,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,,"June 6th, 2013",m,900,900,900
179,Arabica,ethiopia commodity exchange,Ethiopia,Africa,phone number | 0911-513824 email: gmt.ft,,2009/2010,"June 17th, 2010",2010,,,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,0.2,,"June 17th, 2011",m,NA,NA,NA
180,Arabica,lydiah mwangi,Kenya,Africa,kigwandi,1800,2017 / 2018,"August 3rd, 2017",2017,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,Green,"August 3rd, 2018",m,1800,1800,1800
181,Arabica,bismarck castro,Honduras,CenterA,las cuchillas,1500,2016,"May 11th, 2017",2017,Caturra,,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,Green,"May 11th, 2018",m,1500,1500,1500
182,Arabica,raúl vargas,Colombia,SouthA,unknown,,2016,"February 20th, 2017",2017,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,Green,"February 20th, 2018",m,NA,NA,NA
183,Arabica,bismarck castro,Honduras,CenterA,los hicaques,1500,2016,"April 4th, 2016",2016,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,Green,"April 4th, 2017",m,1500,1500,1500
184,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,2016,"February 16th, 2016",2016,,,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,,"February 15th, 2017",m,NA,NA,NA
185,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442 msnm,2015,"April 29th, 2015",2015,Caturra,Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,Green,"April 28th, 2016",m,442,442,442
186,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1800,2013,"July 19th, 2013",2013,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,0,Green,"July 19th, 2014",m,1800,1800,1800
187,Arabica,victor hugo melchor cordova,Mexico,CenterA,la distancia,1700,2012,"July 27th, 2012",2012,Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,Blue-Green,"July 27th, 2013",m,1700,1700,1700
188,Arabica,nucoffee,Brazil,SouthA,santa alina,1200m to 1350m,2011,"October 28th, 2011",2011,Yellow Bourbon,,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,0,,"October 27th, 2012",m,1200,1350,1275
189,Arabica,nucoffee,Brazil,SouthA,fazenda baipendi,900-1200m,2011,"October 28th, 2011",2011,,,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,,"October 27th, 2012",m,900,1200,1050
190,Arabica,benjamin schmerler,Ethiopia,Africa,unknown,3600-6200 ft,,"June 14th, 2011",2011,,,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,0,,"June 13th, 2012",ft,1097.28,1889.76,1493.52
191,Arabica,the coffee source inc.,Guatemala,CenterA,las minas,4400-4700 ft,December 2009-March 2010,"April 30th, 2010",2010,,,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,0.04,,"April 30th, 2011",ft,1341.12,1432.56,1386.84
192,Arabica,"lin, che-hao krude",Taiwan,Asia,good mood coffee,1000,2016,"August 10th, 2017",2017,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,Blue-Green,"August 10th, 2018",m,1000,1000,1000
193,Arabica,koju matsuzawa,Thailand,Asia,matsuzawa coffee,1200,2015,"November 2nd, 2016",2016,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,Green,"November 2nd, 2017",m,1200,1200,1200
194,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,2560,2016,"August 5th, 2016",2016,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,Green,"August 5th, 2017",m,2560,2560,2560
195,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,1500,2016,"May 23rd, 2016",2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,Green,"May 23rd, 2017",m,1500,1500,1500
196,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca san vicente,3607,2015,"April 6th, 2016",2016,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,Green,"April 6th, 2017",ft,1099.4136,1099.4136,1099.4136
197,Arabica,yunnan coffee exchange,China,Asia,menglian county nayun town mangzhang coffee farm,1400,2015,"April 6th, 2016",2016,Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,Green,"April 6th, 2017",m,1400,1400,1400
198,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2015,"November 19th, 2015",2015,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,Green,"November 18th, 2016",m,1600,1950,1775
199,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,de 1600 a 1950 msnm,2015,"October 26th, 2015",2015,Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,Green,"October 25th, 2016",m,1600,1950,1775
200,Arabica,federacion nacional de cafeteros,Colombia,SouthA,unknown,1800,2015/2016,"June 5th, 2015",2015,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,Green,"June 4th, 2016",m,1800,1800,1800
201,Arabica,carcafe ltda ci,Colombia,SouthA,unknown,442 msnm,2015,"April 29th, 2015",2015,Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,Green,"April 28th, 2016",m,442,442,442
202,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",Africa,jacksom mwasenga,1620m,2014,"December 12th, 2014",2014,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,Green,"December 12th, 2015",m,1620,1620,1620
203,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",Africa,suma jkt itende,1600,2014,"December 12th, 2014",2014,Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,Green,"December 12th, 2015",m,1600,1600,1600
204,Arabica,juan luis alvarado romero,Guatemala,CenterA,el papaturro,4000 psnm,2014,"August 21st, 2014",2014,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,Green,"August 21st, 2015",ft,1219.2,1219.2,1219.2
205,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1700,2013,"October 1st, 2013",2013,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,Green,"October 1st, 2014",m,1700,1700,1700
206,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"December 11th, 2012",2012,Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,0.11,Bluish-Green,"December 11th, 2013",ft,NA,NA,NA
207,Arabica,jesus salazar velasco,Mexico,CenterA,pante carajillo,1450,2012,"September 11th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,Green,"September 11th, 2013",m,1450,1450,1450
208,Arabica,manuel herrera juarez,Mexico,CenterA,finca los barreales,1170,2012,"April 9th, 2012",2012,Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,Green,"April 9th, 2013",m,1170,1170,1170
209,Arabica,alfredo bojalil,Mexico,CenterA,finca santa teresa,1400,2012,"April 2nd, 2012",2012,Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,Bluish-Green,"April 2nd, 2013",m,1400,1400,1400
